stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
MPAU1,"Marcel Paul",,47.246035,-1.616510,,,0,MPAU,1
MPAU2,"Marcel Paul",,47.245739,-1.615904,,,0,MPAU,1
MPAU3,"Marcel Paul",,47.245586,-1.615604,,,0,MPAU,1
MPAU4,"Marcel Paul",,47.246748,-1.617187,,,0,MPAU,1
MPAU6,"Marcel Paul",,47.245802,-1.615719,,,0,MPAU,1
MPER1,"Millepertuis",,47.221988,-1.679442,,,0,MPER,1
MPER2,"Millepertuis",,47.221899,-1.679625,,,0,MPER,1
MPMN1,"Melpomène",,47.277576,-1.500045,,,0,MPMN,2
MPMN2,"Melpomène",,47.276979,-1.500420,,,0,MPMN,2
MPTA1,"Maison Poitard",,47.146648,-1.649761,,,0,MPTA,2
MPTA2,"Maison Poitard",,47.146985,-1.648258,,,0,MPTA,2
MQDI1,"Marquis de Dion",,47.297139,-1.487856,,,0,MQDI,1
MQDI2,"Marquis de Dion",,47.297081,-1.487833,,,0,MQDI,1
MQLI1,"Mocquelière",,47.233113,-1.618982,,,0,MQLI,2
MQLI2,"Mocquelière",,47.233275,-1.618607,,,0,MQLI,2
MRAI1,"Maraîchers",,47.184845,-1.510671,,,0,MRAI,1
MRAI2,"Maraîchers",,47.184647,-1.510540,,,0,MRAI,1
MRDI1,"Maison Radieuse",,47.188286,-1.566939,,,0,MRDI,1
MRDI2,"Maison Radieuse",,47.187877,-1.566392,,,0,MRDI,1
MREZ1,"Mairie de Rezé",,47.191346,-1.570243,,,0,MREZ,2
MREZ2,"Mairie de Rezé",,47.191289,-1.569860,,,0,MREZ,2
MRGE1,"Morges",,47.164895,-1.472082,,,0,MRGE,1
MRGE2,"Morges",,47.164971,-1.471988,,,0,MRGE,1
MRIE1,"Maurienne",,47.275289,-1.443326,,,0,MRIE,1
MRIE2,"Maurienne",,47.275339,-1.443077,,,0,MRIE,1
MROT1,"Moulin Rothard",,47.195863,-1.740357,,,0,MROT,1
MROT2,"Moulin Rothard",,47.195887,-1.741113,,,0,MROT,1
MRRI1,"Marrière",,47.237555,-1.524667,,,0,MRRI,1
MRRI2,"Marrière",,47.237529,-1.524309,,,0,MRRI,2
MRTE1,"Marterie",,47.178445,-1.531478,,,0,MRTE,1
MRTE2,"Marterie",,47.179264,-1.531783,,,0,MRTE,1
MRTE3,"Marterie",,47.178405,-1.530500,,,0,MRTE,1
MRZE1,"Marzilles",,47.182572,-1.475869,,,0,MRZE,2
MRZE2,"Marzilles",,47.182724,-1.475758,,,0,MRZE,2
MSHE1,"Mairie de St-Herblain",,47.210883,-1.648763,,,0,MSHE,1
MSHE2,"Mairie de St-Herblain",,47.211009,-1.648802,,,0,MSHE,1
MSHE3,"Mairie de St-Herblain",,47.211534,-1.648977,,,0,MSHE,1
MSHE4,"Mairie de St-Herblain",,47.211595,-1.648808,,,0,MSHE,1
MSLL1,"Marseillaise",,47.207333,-1.590966,,,0,MSLL,2
MSLL2,"Marseillaise",,47.207464,-1.591925,,,0,MSLL,2
MSOR1,"Mairie des Sorinières",,47.149161,-1.532275,,,0,MSOR,1
MSOR2,"Mairie des Sorinières",,47.148832,-1.531746,,,0,MSOR,1
MSSI1,"Mississipi",,47.237174,-1.609174,,,0,MSSI,2
MSSI2,"Mississipi",,47.237058,-1.609293,,,0,MSSI,2
MTEI1,"Monteil",,47.213969,-1.549513,,,0,MTEI,1
MTEI2,"Monteil",,47.214134,-1.548953,,,0,MTEI,1
MTLI1,"Martellière",,47.199055,-1.524925,,,0,MTLI,2
MTLI2,"Martellière",,47.199162,-1.526462,,,0,MTLI,2
MTRA1,"Mortrais",,47.128026,-1.616709,,,0,MTRA,1
MTRA2,"Mortrais",,47.128346,-1.616368,,,0,MTRA,1
MTYY1,"Monty",,47.274235,-1.433186,,,0,MTYY,2
MTYY3,"Monty",,47.274222,-1.432972,,,0,MTYY,2
MULI1,"Mouline",,47.323543,-1.553006,,,0,MULI,2
MULI2,"Mouline",,47.323547,-1.553138,,,0,MULI,2
MVA98,"Mortier Vannerie",,47.180163,-1.499422,,,0,MVAN,2
MVA99,"Mortier Vannerie",,47.180024,-1.499330,,,0,MVAN,2
MVAN1,"Mortier Vannerie",,47.180031,-1.499317,,,0,MVAN,2
MVAN2,"Mortier Vannerie",,47.180164,-1.499437,,,0,MVAN,2
MVRD1,"Monteverdi",,47.266577,-1.446266,,,0,MVRD,2
MVRD2,"Monteverdi",,47.266559,-1.446374,,,0,MVRD,2
MVSI1,"Mauvoisins",,47.190263,-1.525562,,,0,MVSI,1
MVSI2,"Mauvoisins",,47.190035,-1.525528,,,0,MVSI,1
MZUR1,"Mazure",,47.257140,-1.480145,,,0,MZUR,2
MZUR2,"Mazure",,47.257981,-1.480730,,,0,MZUR,2
NATL1,"Aéroport",,47.157860,-1.601140,,,0,NATL,1
NATL2,"Aéroport",,47.157945,-1.601322,,,0,NATL,1
NBEL1,"Nouveau Bêle",,47.268718,-1.501898,,,0,NBEL,2
NBEL2,"Nouveau Bêle",,47.268972,-1.501930,,,0,NBEL,2
NBLA1,"Noé Blanche",,47.256445,-1.507324,,,0,NBLA,1
NBLA2,"Noé Blanche",,47.257608,-1.507817,,,0,NBLA,2
NCTE1,"Noé Cottée",,47.194081,-1.478625,,,0,NCTE,1
NCTE2,"Noé Cottée",,47.194515,-1.479460,,,0,NCTE,1
NDRE1,"Naudières",,47.173125,-1.536752,,,0,NDRE,1
NDRE2,"Naudières",,47.173614,-1.535974,,,0,NDRE,1
NET10,"Neustrie",,47.176733,-1.594041,,,0,NETR,1
NETR1,"Neustrie",,47.177317,-1.592498,,,0,NETR,1
NETR2,"Neustrie",,47.177249,-1.592962,,,0,NETR,1
NETR5,"Neustrie",,47.176800,-1.593809,,,0,NETR,1
NETR6,"Neustrie",,47.177331,-1.592301,,,0,NETR,1
NETR7,"Neustrie",,47.177184,-1.592749,,,0,NETR,1
NETR8,"Neustrie",,47.177101,-1.592992,,,0,NETR,1
NETR9,"Neustrie",,47.176918,-1.593490,,,0,NETR,1
NIAG1,"Niagara",,47.306003,-1.493336,,,0,NIAG,1
NIAG2,"Niagara",,47.305729,-1.494763,,,0,NIAG,1
NILL1,"Nil",,47.242476,-1.607914,,,0,NILL,1
NILL2,"Nil",,47.241647,-1.607522,,,0,NILL,1
NILL3,"Nil",,47.241854,-1.608521,,,0,NILL,1
NIZA1,"Nizan",,47.205795,-1.550296,,,0,NIZA,1
NIZA2,"Nizan",,47.205598,-1.551353,,,0,NIZA,1
NLBR1,"Noë Lambert",,47.230100,-1.528497,,,0,NLBR,1
NLBR2,"Noë Lambert",,47.230455,-1.529163,,,0,NLBR,1
NLLA1,"Noë Allais",,47.220346,-1.687950,,,0,NLLA,1
NLLA2,"Noë Allais",,47.220349,-1.688627,,,0,NLLA,1
NOAH1,"Noë St Jean",,47.219282,-1.735197,,,0,NOAH,1
NOAH2,"Noë St Jean",,47.219179,-1.735022,,,0,NOAH,1
NOHH1,"North House",,47.195701,-1.573711,,,0,NOHH,2
NOHH2,"North House",,47.195818,-1.573413,,,0,NOHH,2
NONO1,"Noë Nozou",,47.130237,-1.637188,,,0,NONO,1
NONO2,"Noë Nozou",,47.130200,-1.636975,,,0,NONO,1
NOSH1,"Noëlles",,47.240202,-1.604246,,,0,NOSH,1
NOSH2,"Noëlles",,47.240302,-1.604343,,,0,NOSH,1
NRCA1,"Noë Rocard",,47.163409,-1.490454,,,0,NRCA,2
NRCA2,"Noë Rocard",,47.163365,-1.490607,,,0,NRCA,2
NRDA1,"Neruda",,47.217530,-1.613428,,,0,NRDA,1
NRDA2,"Neruda",,47.217703,-1.613870,,,0,NRDA,1
NRDA3,"Neruda",,47.217521,-1.612949,,,0,NRDA,1
NRDA4,"Neruda",,47.217299,-1.612881,,,0,NRDA,1
NRDA5,"Neruda",,47.217629,-1.611436,,,0,NRDA,1
NRDA6,"Neruda",,47.217789,-1.610961,,,0,NRDA,1
NVER1,"Noue Verrière",,47.275980,-1.571177,,,0,NVER,2
NVER2,"Noue Verrière",,47.277881,-1.571915,,,0,NVER,2
OCAN1,"Océane",,47.227547,-1.635965,,,0,OCAN,1
OCAN2,"Océane",,47.227403,-1.636342,,,0,OCAN,1
OCEA1,"Couëron Océan",,47.213300,-1.739357,,,0,OCEA,2
OCEA2,"Couëron Océan",,47.213762,-1.738043,,,0,OCEA,1
OCEA4,"Couëron Océan",,47.213417,-1.739179,,,0,OCEA,2
OCOR1,"Ouche Cormier",,47.264659,-1.624016,,,0,OCOR,1
OCOR2,"Ouche Cormier",,47.264636,-1.623475,,,0,OCOR,1
ODLA1,"Ouche des Landes",,47.195020,-1.482840,,,0,ODLA,1
ODLA2,"Ouche des Landes",,47.194936,-1.481915,,,0,ODLA,1
ODNE1,"Ordronneau",,47.193892,-1.574316,,,0,ODNE,2
ODNE2,"Ordronneau",,47.193839,-1.574926,,,0,ODNE,2
OGV99,"Orvault Grand Val",,47.262968,-1.594515,,,0,OGVA,1
OGVA1,"Orvault Grand Val",,47.261961,-1.592369,,,0,OGVA,1
OGVA2,"Orvault Grand Val",,47.261731,-1.591939,,,0,OGVA,1
OGVA3,"Orvault Grand Val",,47.261697,-1.592298,,,0,OGVA,1
OGVA4,"Orvault Grand Val",,47.262053,-1.592830,,,0,OGVA,1
OGVA5,"Orvault Grand Val",,47.262963,-1.594502,,,0,OGVA,1
OLIV1,"Olivier",,47.217575,-1.724852,,,0,OLIV,1
OLIV2,"Olivier",,47.217469,-1.724820,,,0,OLIV,1
OLVE1,"Oliveraie",,47.187966,-1.530460,,,0,OLVE,2
OLVE2,"Oliveraie",,47.188592,-1.531125,,,0,OLVE,2
OLYM1,"Olympe de Gouges",,47.308726,-1.544534,,,0,OLYM,1
OLYM2,"Olympe de Gouges",,47.308990,-1.544666,,,0,OLYM,1
OMRL1,"Orvault Morlière",,47.246891,-1.603524,,,0,OMRL,1
OMRL2,"Orvault Morlière",,47.247117,-1.603065,,,0,OMRL,1
OMRL3,"Orvault Morlière",,47.246988,-1.603043,,,0,OMRL,1
OMRL4,"Orvault Morlière",,47.247059,-1.603456,,,0,OMRL,2
OMRL5,"Orvault Morlière",,47.246731,-1.603989,,,0,OMRL,1
ONCH1,"Onchères",,47.202724,-1.467098,,,0,ONCH,2
ONCH2,"Onchères",,47.202708,-1.466974,,,0,ONCH,2
OQNE1,"Ouche Quinet",,47.196040,-1.504457,,,0,OQNE,2
OQNE2,"Ouche Quinet",,47.196002,-1.504132,,,0,OQNE,2
ORNG1,"La Chapelle Aulnay",,47.308511,-1.540189,,,0,ORNG,2
ORNG2,"La Chapelle Aulnay",,47.308511,-1.540293,,,0,ORNG,2
ORVA1,"Orvault",,47.278710,-1.640203,,,0,ORVA,1
OSAN2,"Ouessant",,47.270041,-1.446719,,,0,OSAN,2
OTAG1,"50 Otages",,47.220177,-1.555471,,,0,OTAG,1
OTAG2,"50 Otages",,47.219934,-1.555938,,,0,OTAG,1
OTAG3,"50 Otages",,47.219769,-1.555633,,,0,OTAG,1
OTAG4,"50 Otages",,47.219862,-1.555166,,,0,OTAG,1
PABO1,"Paix",,47.183000,-1.592294,,,0,PABO,2
PABO2,"Paix",,47.182424,-1.592418,,,0,PABO,1
PACQ1,"Parc",,47.272651,-1.483833,,,0,PACQ,1
PACQ2,"Parc",,47.272537,-1.484034,,,0,PACQ,1
PAEB1,"Pablée",,47.215927,-1.740319,,,0,PAEB,1
PAEB2,"Pablée",,47.215764,-1.740144,,,0,PAEB,1
PAJO1,"Petit Anjou",,47.205829,-1.504565,,,0,PAJO,1
PAJO2,"Petit Anjou",,47.205753,-1.504641,,,0,PAJO,1
PALL1,"Pont Allard",,47.196520,-1.666305,,,0,PALL,1
PALL2,"Pont Allard",,47.196781,-1.666430,,,0,PALL,1
PALL3,"Pont Allard",,47.197237,-1.666836,,,0,PALL,2
PALL4,"Pont Allard",,47.197185,-1.666886,,,0,PALL,2
PAMI1,"Palmiers",,47.190028,-1.532998,,,0,PAMI,2
PAMI2,"Palmiers",,47.190144,-1.533006,,,0,PAMI,2
PAON1,"Papillons",,47.146839,-1.519173,,,0,PAON,1
PAON2,"Papillons",,47.146024,-1.519069,,,0,PAON,1
PAPO1,"Parc Potager",,47.235916,-1.522493,,,0,PAPO,1
PAPO2,"Parc Potager",,47.236131,-1.522733,,,0,PAPO,1
PATR1,"Patis Rondin",,47.247953,-1.516356,,,0,PATR,2
PATR2,"Patis Rondin",,47.247744,-1.516919,,,0,PATR,2
PB1B1,"Parc de la Bouvre",,47.176100,-1.613046,,,0,PB1B,1
PB1B2,"Parc de la Bouvre",,47.175996,-1.613829,,,0,PB1B,1
PB1B3,"Parc de la Bouvre",,47.176078,-1.614119,,,0,PB1B,1
PB1B6,"Parc de la Bouvre",,47.176697,-1.613334,,,0,PB1B,1
PBAI1,"Parc Bel Air",,47.178675,-1.474884,,,0,PBAI,2
PBAI2,"Parc Bel Air",,47.178512,-1.474649,,,0,PBAI,2
PBB70,"Parc de la Bouvre",,47.175082,-1.612526,,,0,PBB7,1
PBB71,"Parc de la Bouvre",,47.174927,-1.612567,,,0,PBB7,1
PBFF1,"Paimboeuf",,47.176336,-1.620533,,,0,PBFF,1
PBFF2,"Paimboeuf",,47.176604,-1.619141,,,0,PBFF,1
PBLE1,"Patis Brûlé",,47.199191,-1.507331,,,0,PBLE,2
PBLE2,"Patis Brûlé",,47.200637,-1.507247,,,0,PBLE,2
PBLE3,"Patis Brûlé",,47.200026,-1.507633,,,0,PBLE,2
PBLE4,"Patis Brûlé",,47.199266,-1.507298,,,0,PBLE,2
PBOT1,"Poulbot",,47.214054,-1.648025,,,0,PBOT,1
PBOT2,"Poulbot",,47.213248,-1.648369,,,0,PBOT,1
PBRE1,"Petit Breton",,47.213302,-1.599370,,,0,PBRE,1
PBRE2,"Petit Breton",,47.213179,-1.598712,,,0,PBRE,1
PBU98,"Pé de Buzay",,47.202512,-1.816456,,,0,PBUY,2
PBYE1,"Port Boyer",,47.241174,-1.538719,,,0,PBYE,1
PBYE2,"Port Boyer",,47.241115,-1.538470,,,0,PBYE,1
PBYE9,"Port Boyer",,47.242007,-1.546024,,,0,PBNV,1
PCBI1,"Picabia",,47.254654,-1.576748,,,0,PCBI,2
PCBI2,"Picabia",,47.254515,-1.576837,,,0,PCBI,2
PCDI1,"Picaudière",,47.279689,-1.485123,,,0,PCDI,1
PCDI2,"Picaudière",,47.280094,-1.485376,,,0,PCDI,1
PCLO1,"Petit Clos",,47.205316,-1.509787,,,0,PCLO,1
PCLO2,"Petit Clos",,47.205288,-1.510000,,,0,PCLO,1
PCNN1,"Planchonnais",,47.253496,-1.474739,,,0,PCNN,1
PCNN2,"Planchonnais",,47.253574,-1.474956,,,0,PCNN,1
PCPE1,"Porte de La Chapelle",,47.259756,-1.557992,,,0,PCPE,1
PCPE2,"Porte de La Chapelle",,47.259897,-1.558183,,,0,PCPE,1
PCPE3,"Porte de La Chapelle",,47.259328,-1.557202,,,0,PCPE,1
PCPE4,"Porte de La Chapelle",,47.258975,-1.557399,,,0,PCPE,1
PCRE1,"Poincaré",,47.222232,-1.584639,,,0,PCRE,1
PCRE2,"Poincaré",,47.222368,-1.584513,,,0,PCRE,1
PCRE3,"Poincaré",,47.222781,-1.585177,,,0,PCRE,1
PCRE4,"Poincaré",,47.222751,-1.585042,,,0,PCRE,1
PCSI1,"Petite Censive",,47.260469,-1.561055,,,0,PCSI,2
PCSI2,"Petite Censive",,47.261318,-1.564166,,,0,PCSI,1
PCTI1,"Petit Chantilly",,47.254442,-1.600667,,,0,PCTI,1
PCTI2,"Petit Chantilly",,47.254567,-1.600802,,,0,PCTI,1
PCVO1,"Pontecorvo",,47.246714,-1.531912,,,0,PCVO,1
PCVO2,"Pontecorvo",,47.246134,-1.532660,,,0,PCVO,1
PCZI1,"Pont de Chézine",,47.238147,-1.614429,,,0,PCZI,2
PCZI2,"Pont de Chézine",,47.238062,-1.614419,,,0,PCZI,2
PDAN1,"Pas d'Ane",,47.181302,-1.470431,,,0,PDAN,2
PDAN2,"Pas d'Ane",,47.182060,-1.469869,,,0,PDAN,2
PDCE1,"Pont du Cens",,47.248572,-1.577306,,,0,PDCE,1
PDCE3,"Pont du Cens",,47.248934,-1.577037,,,0,PDCE,1
PDEA1,"Porteurs d'Eau",,47.271490,-1.597670,,,0,PDEA,2
PDOU1,"Porte Douillard",,47.289348,-1.518167,,,0,PDOU,2
PDOU2,"Porte Douillard",,47.289497,-1.518457,,,0,PDOU,2
PDPI1,"Pomme de Pin",,47.267111,-1.595331,,,0,PDPI,1
PDUC1,"Prairie au Duc",,47.204258,-1.565084,,,0,PDUC,2
PDUC2,"Prairie au Duc",,47.204246,-1.564348,,,0,PDUC,2
PEDR1,"Perdriaux",,47.161356,-1.485908,,,0,PEDR,2
PEDR2,"Perdriaux",,47.161305,-1.485708,,,0,PEDR,2
PEGE1,"Pégers",,47.137566,-1.471544,,,0,PEGE,2
PELO1,"Pelousière",,47.207701,-1.646992,,,0,PELO,1
PELO2,"Pelousière",,47.207786,-1.646992,,,0,PELO,1
PEON1,"Perron",,47.224925,-1.601806,,,0,PEON,1
PEON2,"Perron",,47.224424,-1.600806,,,0,PEON,1
PERR1,"Perray",,47.247536,-1.514130,,,0,PERR,1
PERR2,"Perray",,47.247546,-1.512972,,,0,PERR,1
PETR1,"Pétrels",,47.254233,-1.507099,,,0,PETR,1
PETR2,"Pétrels",,47.254341,-1.507067,,,0,PETR,1
PFNA2,"Purfina",,47.194556,-1.634704,,,0,PFNA,2
PFNA3,"Purfina",,47.194978,-1.637648,,,0,PFNA,2
PGRI1,"Pagerie",,47.178616,-1.652034,,,0,PGRI,1
PGRI2,"Pagerie",,47.178677,-1.653156,,,0,PGRI,1
PGTI1,"Plinguetière",,47.132928,-1.613689,,,0,PGTI,1
PGTI2,"Plinguetière",,47.133626,-1.613132,,,0,PGTI,2
PHTR1,"Parc Chantrerie",,47.285680,-1.520622,,,0,PHTR,1
PHTR2,"Parc Chantrerie",,47.286152,-1.520925,,,0,PHTR,1
PHVE1,"Pré Hervé",,47.244140,-1.517790,,,0,PHVE,2
PHVE2,"Pré Hervé",,47.243643,-1.517607,,,0,PHVE,2
PIAO1,"Piano'cktail",,47.174815,-1.606378,,,0,PIAO,1
PIAO2,"Piano'cktail",,47.174809,-1.606623,,,0,PIAO,1
PIBL1,"Pierre Blanche",,47.172166,-1.627337,,,0,PIBL,1
PIBL2,"Pierre Blanche",,47.172036,-1.627255,,,0,PIBL,1
PIPA1,"Pipay",,47.225797,-1.536955,,,0,PIPA,2
PIPA2,"Pipay",,47.225540,-1.537349,,,0,PIPA,2
PIRA1,"Pirmil",,47.196358,-1.542550,,,0,PIRM,1
PIRB2,"Pirmil",,47.196110,-1.543068,,,0,PIRM,1
PIRC1,"Pirmil",,47.196192,-1.542561,,,0,PIRM,1
PIRD1,"Pirmil",,47.196098,-1.542686,,,0,PIRM,1
PIRD2,"Pirmil",,47.195986,-1.542952,,,0,PIRM,1
PIRF1,"Pirmil",,47.196915,-1.542786,,,0,PIRM,1
PISE1,"Pin Sec",,47.243736,-1.518088,,,0,PISE,1
PISE2,"Pin Sec",,47.243396,-1.518072,,,0,PISE,1
PISE3,"Pin Sec",,47.243291,-1.518895,,,0,PISE,2
PISE4,"Pin Sec",,47.243292,-1.518620,,,0,PISE,2
PJOU1,"Point du Jour",,47.264894,-1.443568,,,0,PJOU,1
PJOU2,"Point du Jour",,47.264950,-1.443667,,,0,PJOU,1
PJOU3,"Point du Jour",,47.264944,-1.444431,,,0,PJOU,1
PJOU4,"Point du Jour",,47.264723,-1.444128,,,0,PJOU,1
PLAC1,"Placis",,47.199533,-1.519877,,,0,PLAC,1
PLAC2,"Placis",,47.199660,-1.519868,,,0,PLAC,1
PLAE1,"Planche Etienne",,47.165966,-1.625330,,,0,PLAE,1
PLAE2,"Planche Etienne",,47.165884,-1.625297,,,0,PLAE,1
PLBL1,"Port la Blanche",,47.271634,-1.516623,,,0,PLBL,1
PLBL2,"Port la Blanche",,47.271902,-1.516447,,,0,PLBL,1
PLCL1,"Polyclinique",,47.227957,-1.611531,,,0,PLCL,1
PLCL2,"Polyclinique",,47.227984,-1.611760,,,0,PLCL,1
PLES1,"Plessis",,47.301199,-1.552251,,,0,PLES,2
PLES2,"Plessis",,47.300972,-1.552412,,,0,PLES,2
PLGU1,"Pouliguen",,47.239434,-1.543111,,,0,PLGU,1
PLGU2,"Pouliguen",,47.240286,-1.542212,,,0,PLGU,1
PLNA1,"Port launay",,47.209654,-1.746817,,,0,PLNA,1
PLNA2,"Port launay",,47.209667,-1.746233,,,0,PLNA,1
PLOR1,"Ploreau",,47.303195,-1.551762,,,0,PLOR,1
PLOR2,"Ploreau",,47.303039,-1.551907,,,0,PLOR,1
PLPC1,"Place des Pêcheurs",,47.136367,-1.667847,,,0,PLPC,2
PLPC2,"Place des Pêcheurs",,47.136477,-1.668978,,,0,PLPC,2
PLSS1,"Plessis",,47.260442,-1.660194,,,0,PLSS,1
PLSS2,"Plessis",,47.260343,-1.660003,,,0,PLSS,1
PLTI1,"Platière",,47.194617,-1.558832,,,0,PLTI,2
PLTI2,"Platière",,47.194546,-1.561089,,,0,PLTI,2
PMA99,"Pont Marchand",,47.261415,-1.632063,,,0,PMAR,1
PMAR1,"Pont Marchand",,47.260679,-1.631491,,,0,PMAR,1
PMAR2,"Pont Marchand",,47.260635,-1.631272,,,0,PMAR,1
PMEU1,"Port aux Meules",,47.165423,-1.493014,,,0,PMEU,2
PMEU2,"Port aux Meules",,47.165818,-1.493873,,,0,PMEU,2
PMTR1,"Pont de la Métairie",,47.262435,-1.445974,,,0,PMTR,1
PMTR2,"Pont de la Métairie",,47.262403,-1.446244,,,0,PMTR,1
PMTR3,"Pont de la Métairie",,47.262501,-1.447307,,,0,PMTR,2
PMTR4,"Pont de la Métairie",,47.262381,-1.447149,,,0,PMTR,2
PMVE1,"Prairie de Mauves",,47.220027,-1.516685,,,0,PMVE,1
PMVE2,"Prairie de Mauves",,47.220246,-1.516454,,,0,PMVE,1
PNLU2,"Pinier",,47.252726,-1.481657,,,0,PNLU,2
PNLU3,"Pinier",,47.252758,-1.481442,,,0,PNLU,2
PNPI1,"Pont Pilet",,47.339468,-1.572333,,,0,PNPI,2
PNRZ1,"Pinier",,47.181611,-1.545346,,,0,PNRZ,1
PNRZ2,"Pinier",,47.182698,-1.545554,,,0,PNRZ,1
PNTI1,"Plantiveau",,47.246528,-1.511474,,,0,PNTI,1
PNTI2,"Plantiveau",,47.246163,-1.511407,,,0,PNTI,1
POEC1,"Portechaise",,47.200814,-1.525474,,,0,POEC,1
POEC2,"Portechaise",,47.200610,-1.526067,,,0,POEC,1
POIT1,"Poitou",,47.224385,-1.565565,,,0,POIT,1
POIT2,"Poitou",,47.224090,-1.565217,,,0,POIT,1
POLE1,"Poulenc",,47.255396,-1.581258,,,0,POLE,2
POLE2,"Poulenc",,47.255380,-1.581098,,,0,POLE,2
POMM1,"Pommeraie",,47.145691,-1.695052,,,0,POMM,1
POMM2,"Pommeraie",,47.145948,-1.695341,,,0,POMM,1
PONT1,"Pontereau",,47.306464,-1.378541,,,0,PONT,2
PONT2,"Pontereau",,47.306464,-1.378957,,,0,PONT,2
POON1,"Potiron",,47.270528,-1.518609,,,0,POON,1
POON2,"Potiron",,47.270455,-1.518850,,,0,POON,1
POST1,"Poste",,47.295252,-1.554096,,,0,POST,1
POST2,"Poste",,47.295204,-1.554159,,,0,POST,1
POTT1,"Pottier",,47.177932,-1.627539,,,0,POTT,1
POTT2,"Pottier",,47.177617,-1.627272,,,0,POTT,2
POYA1,"Poyaux",,47.166774,-1.530468,,,0,POYA,2
POYA2,"Poyaux",,47.166627,-1.531102,,,0,POYA,2
PPDO1,"Pompidou",,47.209217,-1.528265,,,0,PPDO,1
PPDO2,"Pompidou",,47.209396,-1.527526,,,0,PPDO,1
PPFA4,"Petit Port",,47.243608,-1.557374,,,0,PPFA,1
PPFA5,"Petit Port",,47.243705,-1.557199,,,0,PPFA,1
PPLI1,"Peupliers",,47.199365,-1.497396,,,0,PPLI,1
PPLI2,"Peupliers",,47.199611,-1.495669,,,0,PPLI,1
PPOU1,"Pré Poulain",,47.272537,-1.444648,,,0,PPOU,2
PPOU2,"Pré Poulain",,47.272019,-1.444545,,,0,PPOU,2
PPSI1,"Petit Plessis",,47.302257,-1.385971,,,0,PPSI,2
PPSI2,"Petit Plessis",,47.301516,-1.386474,,,0,PPSI,2
PPTR1,"Papotière",,47.240124,-1.496843,,,0,PPTR,1
PPTR2,"Papotière",,47.239916,-1.497358,,,0,PPTR,1
PPUN9,"Petit Port - Facultés",,47.243072,-1.547363,,,0,PPUN,1
PRCE1,"Procé",,47.222498,-1.581503,,,0,PRCE,1
PRCE2,"Procé",,47.222611,-1.581722,,,0,PRCE,1
PRDI1,"Praudière",,47.256837,-1.583792,,,0,PRDI,1
PRDI2,"Praudière",,47.257347,-1.583755,,,0,PRDI,2
PREU1,"Preux",,47.221506,-1.612736,,,0,PREU,1
PREU2,"Preux",,47.221140,-1.612432,,,0,PREU,1
PRFO1,"Profondine",,47.196077,-1.488448,,,0,PRFO,1
PRFO2,"Profondine",,47.196194,-1.488592,,,0,PRFO,2
PRGE1,"Portail Rouge",,47.244386,-1.504362,,,0,PRGE,1
PRGE2,"Portail Rouge",,47.243962,-1.505063,,,0,PRGE,1
PRHE1,"Petit Rocher",,47.240537,-1.479154,,,0,PRHE,1
PRHE2,"Petit Rocher",,47.240565,-1.479013,,,0,PRHE,1
PRIM1,"Primevères",,47.224962,-1.673058,,,0,PRIM,2
PRIM2,"Primevères",,47.224852,-1.672927,,,0,PRIM,2
PRMI1,"Pyramide",,47.208024,-1.492627,,,0,PRMI,1
PRMI2,"Pyramide",,47.208061,-1.492834,,,0,PRMI,1
PRNE1,"Perrines",,47.227559,-1.515541,,,0,PRNE,2
PRNE2,"Perrines",,47.227629,-1.515460,,,0,PRNE,2
PROU1,"Pont Rousseau - Martyrs",,47.191889,-1.548202,,,0,PROU,1
PROU2,"Pont Rousseau - Martyrs",,47.191780,-1.548658,,,0,PROU,1
PROU3,"Pont Rousseau - Martyrs",,47.191981,-1.547632,,,0,PROU,1
PROU5,"Pont Rousseau - Martyrs",,47.192407,-1.547560,,,0,PROU,1
PRRI1,"Perrières",,47.309864,-1.551509,,,0,PRRI,1
PRRI2,"Perrières",,47.309418,-1.552134,,,0,PRRI,1
PRSS1,"Pressoir",,47.124020,-1.640166,,,0,PRSS,1
PRSS2,"Pressoir",,47.123995,-1.639901,,,0,PRSS,2
PRTE1,"Portereau",,47.168251,-1.501606,,,0,PRTE,1
PRTE2,"Portereau",,47.168107,-1.500791,,,0,PRTE,1
PRTE3,"Portereau",,47.167316,-1.501467,,,0,PRTE,2
PRUT1,"Proutière",,47.198299,-1.780070,,,0,PRUT,2
PRUT2,"Proutière",,47.197789,-1.780628,,,0,PRUT,2
PRZE1,"Porte de Rezé",,47.157149,-1.540769,,,0,PRZE,1
PRZE2,"Porte de Rezé",,47.157276,-1.540961,,,0,PRZE,1
PSAU1,"Porte de Sautron",,47.251199,-1.619840,,,0,PSAU,1
PSAU2,"Porte de Sautron",,47.250751,-1.618759,,,0,PSAU,1
PSCE1,"Plaisance",,47.240325,-1.591467,,,0,PSCE,1
PSCE2,"Plaisance",,47.240075,-1.591125,,,0,PSCE,1
PSEV1,"Parc de la Sèvre",,47.164373,-1.479223,,,0,PSEV,2
PSEV2,"Parc de la Sèvre",,47.164785,-1.480413,,,0,PSEV,2
PSIN2,"Pasteur",,47.200991,-1.678812,,,0,PSIN,2
PSME1,"Place St-Méen",,47.319265,-1.347393,,,0,PSME,2
